reviewId,userName,userImage,👍,reviewCreatedVersion,at,replyContent,repliedAt,appVersion,score,Comments,Keywords,LDA_Category,Sentiment,Insight
da015f22-fe65-4e5c-9ee2-d5bbbba89839,Dawit Tekle,https://play-lh.googleusercontent.com/a-/ALV-UjV0f_9PChiZNcbV4zmBPeqIlH3ZBIj5xmR5l93lcGBF3LkL,0,23.10.24,2023-12-02 13:39:00,,,23.10.24,4,Peace 🙏,,Functional Issues and User Experience,Neutral,No significant influential words
2bda0c3b-8f9a-466b-ac12-8b62c09de70c,seid ali hussen,https://play-lh.googleusercontent.com/a-/ALV-UjV65M90nL-n5y_9klbGgtf2SNwSGtS8t0sne1kVp0neLA,0,23.10.24,2023-12-02 10:37:14,,,23.10.24,5,This amaizinge ape i like,like,Operational Challenges within the App,Neutral,No significant influential words
8dd7db91-84df-4bd9-b411-3bae217b05e1,Soso Soso,https://play-lh.googleusercontent.com/a/ACg8ocIqh2lEEBCFw6Mhsk26NYQNVTJAOyVz3y0ZjkaAdHYh=mo,0,,2023-12-01 19:00:51,,,,1,totaly difficult app,,Functional Issues and User Experience,Negative,Influential words: difficult
eaeaf82b-90ac-468e-924e-3a69bd175aaf,Tazebe Belay,https://play-lh.googleusercontent.com/a/ACg8ocJk0WAAbfNa7CyAsJkGBMicl_fn0vw1liAhhcyl2WwY=mo,0,23.10.24,2023-12-01 13:51:09,,,23.10.24,5,Best app,best,Positive Feedback,Positive,Influential words: Best
e446b771-e51e-49d0-9ef9-4ff696b5614f,Abenezer Kassahun,https://play-lh.googleusercontent.com/a/ACg8ocJv4-Jhsw-iN_LTkEpqIJY-My-c_ySQ0p9pCKI27fFZ=mo,0,23.10.24,2023-11-30 04:15:15,,,23.10.24,1,Very annoying app uhhh!,,Operational Challenges within the App,Negative,"Influential words: Very, annoying"
595a2053-a20e-45a9-b5c4-29de79799c92,abeje tilahun,https://play-lh.googleusercontent.com/a-/ALV-UjVuKxe8P0NlRut_FL9CQ63VF_XkdYjOTNFWT508TcH-yw,0,,2023-11-29 15:18:58,,,,2,በጠም አርፋ ነዉ,,Positive Feedback,Neutral,No significant influential words
bc0ea32e-7917-4596-bc2a-d1cbb1cf455c,Samson Takele,https://play-lh.googleusercontent.com/a-/ALV-UjW9hS_b-0L0hRaXV9pbOXI45riGp7_LHbbpiV1VsI9Amx0,0,23.10.24,2023-11-29 15:07:46,,,23.10.24,5,Good,good,Positive Feedback,Positive,Influential words: Good
bbedd3e2-9823-4208-a924-34cfe1e4573a,Tesfu Haile Yesus,https://play-lh.googleusercontent.com/a-/ALV-UjUailo3sksdqasF4cGRc9whmI2uTvYOxfXo1S9vYsRLr3I,0,23.10.24,2023-11-29 13:27:02,,,23.10.24,3,መጀመሪያ ስጠቀምበት አቤት እንዴት አሪፍ አፕሊኬሽን ነዉ ብዬ ነበር። ነገርሸግንበሁለተኛ ጊዜ ስከፍተዉ አፕሊኬሽኑ ድርቅ አለ። ድርቀቱን አላቁት።,,Positive Feedback,Neutral,No significant influential words
4f6792b1-eaf6-4325-9918-29e2afe4d475,Debela Gudeta,https://play-lh.googleusercontent.com/a/ACg8ocIQSTQb69e7ko1Dvp9-4YRwlQBhY1yhe1Rxy0lwRyD6ow=mo,43,23.10.24,2023-11-29 12:44:31,,,23.10.24,3,I like the app except the following reasons: 1. The app never send email security notification that causes the problem of logging from different devices and locations (incase of living abroad). 2. The app is very big in its MB that causes less operational smooth.,problem,Operational Challenges within the App,Neutral,"Influential words: very, less, smooth."
bd08bbb4-4d7c-493d-8c8d-dcb8f2cfa638,Zekeria Vlog ዘከሪያ ቭሎግ,https://play-lh.googleusercontent.com/a-/ALV-UjWCUCuoDrDWKZipz30FSBkdQdzzOsVqZVtbW7X_GdBXkA,2,23.10.24,2023-11-28 17:25:02,,,23.10.24,2,What is wrong with App? It take too much time to move from 1st step of authentication to the 2nd step and sometimes it turns off by itself l.,authentication,App Performance and Usability,Neutral,"Influential words: wrong, much"
b3aefb37-9b10-4802-996e-374efa3bf3fc,Zelalem Adane,https://play-lh.googleusercontent.com/a-/ALV-UjVT924UWPE2N5_wAgKa4yDDOLviNu6Yg7DxFZ2byGV2Mg,0,23.09.23,2023-11-28 13:27:30,,,23.09.23,5,goodgood,,Functional Issues and User Experience,Neutral,No significant influential words
c76f3ac1-ac55-4406-b74d-506dee1fc1db,Niguse Admasu,https://play-lh.googleusercontent.com/a/ACg8ocLOADrT13fV0QcRe2rUuc-gs1UWxIxbb5nySaL64Ijv=mo,0,,2023-11-26 20:19:03,,,,2,Erro an incomplete bersion before,,Functional Issues and User Experience,Neutral,No significant influential words
4464c0a0-67b2-407f-96f5-effc69c666f8,Ezana Akalu,https://play-lh.googleusercontent.com/a-/ALV-UjWC_xpNSNpZP4TboO5ywd_DPTfEXLg89eBlzlNKb1xXgs8,1,23.10.24,2023-11-26 18:37:05,,,23.10.24,1,"Its the worst app ever it doesn't work properly, please try to fix it",,Operational Challenges within the App,Negative,Influential words: worst
570f63e4-d221-41c4-88c4-227cb9784371,Biniyam Bogale,https://play-lh.googleusercontent.com/a-/ALV-UjXDYDGuS5fh8e4teBAFAMzgo4JN-oz01rIvfFziN3Howw,2,23.10.24,2023-11-26 08:50:05,,,23.10.24,1,"Literally the app isn't working, it is waste of time and space having the app on mobile.",working,Transaction and Compatibility Concerns,Negative,Influential words: waste
a0da76e8-e3fd-498b-9142-0e91ed884aa2,Abbaa Tube Haqaa,https://play-lh.googleusercontent.com/a-/ALV-UjXYW1F87teYB9P1cugCpXlzgqUjOxxLGJ3t_Gt_qVEtU1E,0,23.10.24,2023-11-25 17:13:02,,,23.10.24,4,Some time notwork,,App Performance and Usability,Neutral,No significant influential words
11f164b2-eed0-4930-85ff-b512185ad522,Kidus Gn,https://play-lh.googleusercontent.com/a-/ALV-UjU05VAEXsFRGDkRvdzBDSMjFWk1fySZ-2fb67A0aPHhoQ,0,,2023-11-25 14:33:13,,,,1,"poor development, i dont recommend using it, dont download",,Operational Challenges within the App,Negative,Influential words: poor
6911557b-c752-4830-9437-f4a8b7b87926,Dame Abdisa,https://play-lh.googleusercontent.com/a-/ALV-UjXw2vh_ffYbh-40u1RS7fehCsj2ZZL4dWZXmpfKojDvsg,0,,2023-11-24 18:11:57,,,,1,i don't now what to say this is fully lagged and I don't suggest to anyone,,Positive Feedback,Neutral,No significant influential words
c189022f-e9a6-45c3-a175-1c1396623d16,DANIEL DAwIT,https://play-lh.googleusercontent.com/a-/ALV-UjUiyV2lP163Vun5tvx8ut1bB-5uiEKyd7-wXo4iqTSi0Kw,0,,2023-11-23 15:45:07,,,,5,Good appe,good,Positive Feedback,Positive,Influential words: Good
b3e2deba-815e-4f86-b6f5-d34bc794f145,G Lali,https://play-lh.googleusercontent.com/a-/ALV-UjWheAKGVACJid523kaa1bfdtTL2zmb_TeqmXegnmJcP3zY,3,23.09.23,2023-11-23 15:36:22,,,23.09.23,5,Almost I use all digital finance app but apollo is the best because of fair loan interest due...tnx,best,Positive Feedback,Positive,"Influential words: best, fair"
064bec0c-d62e-4c49-bed0-35538cae37c5,Yemisrach Alemayehu,https://play-lh.googleusercontent.com/a-/ALV-UjXBwzoUUsXZBmAz22QcmFNm-IPEJEif2mpE8bT8j0NIzg,0,23.09.23,2023-11-22 12:07:26,,,23.09.23,5,Good app thank you so much,good,Positive Feedback,Positive,"Influential words: Good, much"
e8f1fa07-428e-48df-b4e9-1ba9e0cb63cd,Youtube Maker,https://play-lh.googleusercontent.com/a-/ALV-UjX_AWKP-93jjmfkzn1bP1WJoCVfihII6GrL4Tnx-hBhPA,0,,2023-11-22 10:03:41,,,,1,It crashes when you try to scan you ID,,Positive Feedback,Neutral,No significant influential words
2d88e095-6514-47b2-9c22-cee2c69bc6cb,Mifta Abdu,https://play-lh.googleusercontent.com/a/ACg8ocLqVY3l2GC6t41t9sZ2btGt66cqRT3AoMdg3xO4AG0c=mo,0,23.10.24,2023-11-20 17:17:36,,,23.10.24,5,mifta abdurahman hamed,,Functional Issues and User Experience,Neutral,No significant influential words
6dfa2d95-6dd4-4bbe-a008-e57ad62badeb,Firesenay,https://play-lh.googleusercontent.com/a-/ALV-UjU4oQJJ7mXWVfyESpdMkLh_mfemFNgCfQwlevNbUMYsjWY,5,23.10.24,2023-11-20 12:29:47,,,23.10.24,1,"This app is making my life hell. I deposit a money and when I wanted to withdraw it, It's isn't letting me have my OWN money. It feels like those tiring and awful bureaucracys of our country. Sometimes apolo's problem become worse.","money, deposit, withdraw",Transaction and Compatibility Concerns,Negative,"Influential words: OWN, awful, worse."
b14ff83c-2eb5-42de-888a-349f361831e7,Tajedin Mohammed Hedir,https://play-lh.googleusercontent.com/a-/ALV-UjW3DSrQIn6KtxDNrFeU-26crACUlrwS5B8omdHwQBKFsQ8,0,23.10.24,2023-11-20 09:06:10,,,23.10.24,3,ፀጀፀ ፄሠገ ፐዐጸ,,Functional Issues and User Experience,Neutral,No significant influential words
f2faed29-6186-4bb5-9c44-bf05d1a069a8,santa tube,https://play-lh.googleusercontent.com/a-/ALV-UjVSMkeSMg4Mk9k7ka1DhZIfRBxEtDS4tClRFEVBjRbIQA,0,,2023-11-19 14:13:22,,,,5,"This app ,,,,,,,,,",,Operational Challenges within the App,Neutral,No significant influential words
65a6bd81-7ab5-44a2-af43-8ebad2a2d97f,Abiti Degu,https://play-lh.googleusercontent.com/a-/ALV-UjXAUU7ykFizsuUKFg713dKV9FcXzg3OuZWudnSQ5uV66Ws,0,,2023-11-19 12:46:33,,,,5,Best of the best,best,Positive Feedback,Positive,"Influential words: Best, best"
26647799-70a2-495a-a8a5-bb01a540cedc,ናታኒም ዘተዋሕዶ,https://play-lh.googleusercontent.com/a/ACg8ocI3lWJ0Pr_R8uOpDpwqBucURSSep4-rZwJRArq0F5tj=mo,0,,2023-11-19 07:29:55,,,,5,Choice of all,,Functional Issues and User Experience,Neutral,No significant influential words
3a6d3777-cce9-4fa3-ada5-dc490602f584,Nyedet Gatluak,https://play-lh.googleusercontent.com/a-/ALV-UjXQlvXMmitenh6x70kt14J3B0hF2I-yscPZfgarerTM_w,0,23.10.24,2023-11-18 17:14:55,,,23.10.24,5,Happy,happy,Functional Issues and User Experience,Positive,Influential words: Happy
1fb6ba7b-0931-4599-a1a5-a632ebe12a3d,Gedefaw Eshetu,https://play-lh.googleusercontent.com/a-/ALV-UjU08oZd8GQ9gXLJyQfoIpPteL_QaItcahC9KsX0doUhFg,0,23.03.03,2023-11-18 12:13:08,,,23.03.03,1,"It is good app,",good,Positive Feedback,Positive,Influential words: good
427326f6-9dde-44da-ba46-0bf842061dcc,Ahmed Yusuf,https://play-lh.googleusercontent.com/a-/ALV-UjXmK1Sb2ffYu7gRPOhMYTdPCgYLJyFAALYMbp7pfMOTBjE,0,23.10.24,2023-11-17 13:20:39,,,23.10.24,1,"Nonesense. What is the point of claiming being digital if you don't accept a Kebele ID to create an Apollo, an ID you also accepted to create an Abyssinian account in person. The call center guys find fault in your ID but forget that it is also in their system. But I understand their caution. May be this Apollo will work on the National ID and not everyone has a passport. በአካል አካውንት ሲከፈት የተቀበላችሁትን የቀበሌ መታወቂያ፣ ሲስተማችሁ ላይ ያለን የቀበሌ መታወቂያ ለአፖሎ ሲሆን ለምን እንደማትቀበሉ አይገባኝም።",account,Functional Issues and User Experience,Neutral,Influential words: center
7542b3fd-1c94-40ed-a8b9-62baa92a8fe8,Liben Abera,https://play-lh.googleusercontent.com/a-/ALV-UjVTdRs7ePtLqCyUlSv0m2XICir9h2H32xugqMYN0sZFOQ,0,23.10.24,2023-11-15 20:57:54,,,23.10.24,1,Try to create an account it crushers always why?,account,Transaction and Compatibility Concerns,Neutral,No significant influential words
e1a71284-35d7-43cf-b0d4-c6fcb276eee4,Yonas Dereje,https://play-lh.googleusercontent.com/a-/ALV-UjWW9FX4LM5sW84eb1pPGYqhpmfcRwzatm8LBHrlDVFaIFY,5,23.10.24,2023-11-14 11:26:07,,,23.10.24,2,"Good and quality interface, but it takes ages to load from one functionality to another, plus it crushes repeatedly","functionality, interface",App Performance and Usability,Positive,Influential words: Good
7d50f31b-12e3-4c25-b0dd-3b06d284e371,Nardos Nardi,https://play-lh.googleusercontent.com/a/ACg8ocJSBEgwk5TG3v3h_U2uErneGbhOrtsf2kRlrRaCpZ0d=mo,0,,2023-11-14 07:06:30,,,,1,I can't download the app whats happened,,Operational Challenges within the App,Neutral,No significant influential words
f8176392-3f14-4c3f-a3af-eb32201a7cc6,Meyritu Dina,https://play-lh.googleusercontent.com/a/ACg8ocIwDI36CfN7_pqLg3h5vP-MdeIT_CDduTZUu0y1Rx-i=mo,1,,2023-11-11 23:17:20,,,,5,"Expiry Date is not written ob kebele ID, but this application not accepted ID without Expiry Date. I think ID issue date is enough to verify ID",issue,Account and Identification Issues,Neutral,No significant influential words
68d85793-f5cf-4cef-b752-f696b7d26fe1,New Things Tube,https://play-lh.googleusercontent.com/a-/ALV-UjU3pNkVJZpSsgRooV4oQQSaXlGRyNZqnTQ6MxcDKBLrmzs,1,23.10.24,2023-11-11 18:21:23,,,23.10.24,5,Best of best,best,Positive Feedback,Positive,"Influential words: Best, best"
44a89a5d-a069-4c47-a7d7-baf1a6cb49e1,Mikiyas Abrham,https://play-lh.googleusercontent.com/a/ACg8ocIKE2yrwMjXv6e_HX8MijYqi6tcv2K8HXFIJAsUnaxL=mo,0,23.10.24,2023-11-11 07:14:20,,,23.10.24,1,Is very slow app,slow,Operational Challenges within the App,Negative,"Influential words: very, slow"
378b98a4-8fae-466a-935f-bac44d1a2ea4,Ftuden musa Mhamde,https://play-lh.googleusercontent.com/a-/ALV-UjVyt5WGrGDE65UEFg3QI5BZ3g7b-J61Lg25YsRMwJJyzg,0,23.10.24,2023-11-10 23:09:10,,,23.10.24,5,Ftuden musa,,Functional Issues and User Experience,Neutral,No significant influential words
92d2f521-a750-4a34-ad2e-c2e4443e7022,Nebyu Daniel,https://play-lh.googleusercontent.com/a-/ALV-UjUonecwa2WC6lOe-y8ST2qrhD_1kkxA4k32ZqaRMwQ1pjA,3,23.09.23,2023-11-10 08:25:37,,,23.09.23,1,"So it wasgood at first, then it started having some issues and updating it dont mean making it more laggy but making it wasy to use for all kinds of devices.",,Functional Issues and User Experience,Positive,"Influential words: first,, mean, more"
f2f6e552-89b6-4bfc-ac7b-3d91842cb8aa,Joseph Asegid,https://play-lh.googleusercontent.com/a-/ALV-UjX3-NOGYgCEbo3Vt037mg9JjKUmRwYOZX-TBByGfdwrYEA,5,23.10.24,2023-11-09 23:05:45,,,23.10.24,4,When verifying an OTP the keypad isn't visible please fix that,otp,Account and Identification Issues,Neutral,No significant influential words
f1f479e0-fde0-46d1-a5e5-16b3a197ab70,Feysel Jemal,https://play-lh.googleusercontent.com/a/ACg8ocIU4z5PJyzqK4Y87V0N5-Fz_0UO3wWycSQ9fLn513zZ=mo,0,23.09.23,2023-11-09 19:36:32,,,23.09.23,1,It doesn't work properly,,Operational Challenges within the App,Neutral,No significant influential words
3a8828b4-84c1-495e-a2d6-9abc4b1baa18,Robel Love,https://play-lh.googleusercontent.com/a/ACg8ocILkFrs69OK2B6j56kgGPlPMyh9sWZLdkKY6D5dJflr=mo,3,23.10.24,2023-11-09 17:11:24,,,23.10.24,5,It's very wonderful app but solve some time ceme application problems,,App Performance and Usability,Positive,"Influential words: very, wonderful"
091db473-6cef-4eec-acbb-6b722e6e8280,Kabtamu Asrat,https://play-lh.googleusercontent.com/a/ACg8ocKfOVEjn3SOEUpqZs-NYuTGdcbmgaRbMaKAZIxtbYvA=mo,2,23.09.23,2023-11-09 02:20:32,,,23.09.23,2,"Needs better improvement ,update",,Functional Issues and User Experience,Positive,Influential words: better
1eca1446-f280-41b4-964c-3e7aee165120,Ahmed muhye Bashir,https://play-lh.googleusercontent.com/a/ACg8ocJThvDNyJf8WaL-xWvLA8QaAWgNf7DzErUxELJO0qZw=mo,0,23.10.24,2023-11-08 18:48:56,,,23.10.24,5,Tank you,,Functional Issues and User Experience,Neutral,No significant influential words
b101403a-3c0b-4160-8868-52988ac3595b,TAMIRU DST,https://play-lh.googleusercontent.com/a-/ALV-UjXS1OUd5sV8WB6c4Rjn0-ZTtwqGqcRJV2liGBWxcYn_zv0,0,23.09.23,2023-11-08 13:54:03,,,23.09.23,2,ምንም አይልም አንዳንዴ ይስራል አንዳንዴ አይስራም,,Functional Issues and User Experience,Neutral,No significant influential words
f8e87744-fb77-4275-9718-f3d6f4d68047,Bekalu Ferede,https://play-lh.googleusercontent.com/a/ACg8ocKQfmy28roCdKj_cuixR63vFy3s3W6fdP--nHIAIr_mbw=mo,0,23.10.24,2023-11-08 05:53:10,,,23.10.24,5,Nice app,,Operational Challenges within the App,Positive,Influential words: Nice
92c0ada5-9b54-4a07-bc52-4233d85eb72a,Kasim Bedewi,https://play-lh.googleusercontent.com/a-/ALV-UjVQ-nuyIl8V1xy_tvh3v6ZYJyUZMLMEiGexbSmTA-BrF4E,0,23.09.23,2023-11-07 19:02:38,,,23.09.23,5,nice banke,,Functional Issues and User Experience,Positive,Influential words: nice
32af82ff-a0ac-4329-abfc-d4edc31d1e52,Goshu Mebratom,https://play-lh.googleusercontent.com/a-/ALV-UjXSk795WQ2bGGwPBFBZ36Cd-ch1uFIrskLl-c7BiZDgD4s,0,23.09.23,2023-11-07 09:12:12,,,23.09.23,4,I like this app,like,Operational Challenges within the App,Neutral,No significant influential words
ccb27584-7de4-4355-8724-6e083f2b0ff0,fekadu abebe,https://play-lh.googleusercontent.com/a-/ALV-UjX9r97Z6Zkm08e8pyqtgmEoIvDY8rU42zNX5Syp-1P354s,1,23.10.24,2023-11-07 08:06:31,,,23.10.24,5,አንድ እርምጃ ቀዳሚ !,,Functional Issues and User Experience,Neutral,No significant influential words
dd484ad5-4743-4a57-bf81-cb2cc7b1b8ff,Dagim Kenea,https://play-lh.googleusercontent.com/a-/ALV-UjXrrzVt8iiLEctalGCUHmWiIwOzXBC4j-a4s1uYa4VRO7w,3,23.10.24,2023-11-05 18:35:45,,,23.10.24,3,Good but bad at the same time. It keeps crashes.,good,App Performance and Usability,Neutral,"Influential words: Good, bad"
9b16aca4-32ef-4647-b66b-bbe568f676b7,Robel Yehualashet,https://play-lh.googleusercontent.com/a/ACg8ocJ5BxOFThhEr9tFkEE_VOfachYsUCPutPe4RANIPQqu=mo,1,23.10.24,2023-11-05 06:11:05,,,23.10.24,5,Best app,best,Positive Feedback,Positive,Influential words: Best
8b49bbe4-cbfc-4c7d-a37f-285484783d16,Fuad Mohammed,https://play-lh.googleusercontent.com/a/ACg8ocIXYZGR6UD3M6-QQrDJ9pNFCnqKcpIeBHtUmQflsz4N=mo,0,23.10.24,2023-11-05 05:30:49,,,23.10.24,1,So lazy app,,Operational Challenges within the App,Negative,Influential words: lazy
62b02ad2-36d3-4c50-b187-f22313c669e3,yared abrham,https://play-lh.googleusercontent.com/a-/ALV-UjU7NnAlR_8ieXTo9J32axJvc7zwkTzn4lAP7froy7SUCA,0,,2023-11-05 04:58:52,,,,5,Very good,good,Positive Feedback,Positive,"Influential words: Very, good"
e2b0d66d-7633-4a3b-abfb-7e89603f061e,Yonas Tedros,https://play-lh.googleusercontent.com/a-/ALV-UjVulItccgJCSE5ozGsgU-zI9BmOOSmOLlr0oyqp5qIsNg,1,23.10.24,2023-11-05 04:29:13,,,23.10.24,1,It is very difficult to log in . 😡,,Functional Issues and User Experience,Negative,"Influential words: very, difficult"
f52ad54a-c689-4ee6-a67e-e15feb66da70,noah abe,https://play-lh.googleusercontent.com/a-/ALV-UjWFBsYb9-KG6Xmm2AJVrSJsChvvXh_hu8kh5-tjyfL-4dQ,39,23.10.24,2023-11-05 01:24:22,,,23.10.24,5,"Nice app. Is the NFC feature working?? I mean can I tap my phone on the ATM, enter my Apollo password and withdraw cash?",withdraw,Positive Feedback,Positive,"Influential words: Nice, mean"
afb06333-e8a0-4807-9345-dc4a0bf1d5b0,Seid Muhye,https://play-lh.googleusercontent.com/a-/ALV-UjUu9XngE17Fil9ISrp72DI1Ac6I_nzOWZSbgXJs50qWIQ,0,,2023-11-03 05:22:22,,,,5,Good,good,Positive Feedback,Positive,Influential words: Good
67100bbc-86be-4da4-aa80-d8f0f285bc1d,teddy bekure,https://play-lh.googleusercontent.com/a/ACg8ocKgt_QKBwpOHbR8epZQUboVlzQfz4Zq1f6xa0SAFXpg=mo,0,23.09.23,2023-11-02 12:39:05,,,23.09.23,4,Ok,,Functional Issues and User Experience,Positive,Influential words: Ok
cc757bb0-6187-439f-a13e-23e4d95b574a,Ab Ethio,https://play-lh.googleusercontent.com/a-/ALV-UjUZCVBKvQluTmjtZm-G2qF01HRPxxU4koQeUXj1TKgyJQ,1,23.08.03,2023-11-01 14:03:20,,,23.08.03,5,Nice,,Functional Issues and User Experience,Positive,Influential words: Nice
fff33940-f68e-46d1-97f5-723122e1b2d0,Kedir Abdi,https://play-lh.googleusercontent.com/a-/ALV-UjWeKXyJMAqYWhjL1Sv3HjlfdUYK6bGO3pudEAaYP1bB,0,23.10.24,2023-10-31 03:18:52,,,23.10.24,1,why appollo app can't install on my phone?,,Operational Challenges within the App,Neutral,No significant influential words
b9991714-8028-4314-9eb4-c96079fe4f09,tesfaye dereje,https://play-lh.googleusercontent.com/a-/ALV-UjUKz4EK2OeBuOtwJKMSGwJI1h0ADdDPvAxw-DbJ-0O0cdQ,129,23.10.24,2023-10-30 15:13:19,,,23.10.24,2,"Really, I began frustrated while at the moment of begin to use the app. The functionality of this App not going well, it push you back to log in multiple times, no response as soon as push the button and so on. If it's going like this without updates, am I'll decide to come out of this...",functionality,Operational Challenges within the App,Negative,"Influential words: Really,, frustrated"
206434c2-cd9b-4cb6-b9c9-30ac237501f2,ali afar,https://play-lh.googleusercontent.com/a-/ALV-UjV4k1Fa9W_aBuixPh8DepzNEWVBNqa7CzJ5ELJceLIu0Q,0,,2023-10-29 12:03:57,,,,5,Good optional,good,Positive Feedback,Positive,Influential words: Good
3a8387fc-cf90-48d7-81ba-23ee94bb1e8f,Ephrem Abebe,https://play-lh.googleusercontent.com/a/ACg8ocKwabRAHTlK4_dwTiMQZNZuR5Pp56l0DpdyBN7a_cVb=mo,0,23.10.24,2023-10-28 10:14:10,,,23.10.24,5,6year,,Functional Issues and User Experience,Neutral,No significant influential words
8d42b6c0-5770-4815-adfe-ff85e3fac811,mohammed juhar,https://play-lh.googleusercontent.com/a-/ALV-UjWbSPlXH6S-W9G9no2B7rBuI0SxXPP7KwcSpCm4-lXiVe8,1,23.10.24,2023-10-28 04:27:01,,,23.10.24,5,Very good,good,Positive Feedback,Positive,"Influential words: Very, good"
f83dfcd3-b2e2-40d3-8c96-f0c722fd92f0,Natnael Sileshi,https://play-lh.googleusercontent.com/a-/ALV-UjULukxGPsV-tGGM0jTHjcPmZpDyjUAfwd23jgPtIWktCA,0,,2023-10-26 08:23:28,,,,5,The best digital bank of Ethiopia,bank,Positive Feedback,Positive,Influential words: best
cdd6cc9d-fb45-4282-b3a2-3ed39c6ec17b,Zita Zita,https://play-lh.googleusercontent.com/a/ACg8ocJabufaBRq0Y5YjRtLhb9zG9lXq98mgJsr4zbZ1NQSX=mo,1,23.10.24,2023-10-26 06:25:48,,,23.10.24,5,It's good 👍,good,Positive Feedback,Positive,Influential words: good
94c11328-fe34-48e6-82e4-91dd7d59f7d9,Dimtsu Shimelis,https://play-lh.googleusercontent.com/a-/ALV-UjXQVGv4kHl8ztDZYyQ2fzqS5OlBOlX2Tn8L7eQuwya2Bw,0,,2023-10-25 18:20:48,,,,5,Nice,,Functional Issues and User Experience,Positive,Influential words: Nice
bd3c89df-3cee-45f5-9558-0737147c547c,Molla Asnake,https://play-lh.googleusercontent.com/a/ACg8ocKyw0g7ZLm3bb9x0anBl7-ZQOCXg_V06OEUasUo51GN=mo,0,23.03.03,2023-10-25 18:13:15,,,23.03.03,5,The leading one,,Functional Issues and User Experience,Neutral,No significant influential words
2811bf25-fae4-4eae-9a35-81eac3832281,daniel kebede,https://play-lh.googleusercontent.com/a/ACg8ocKhc01F3h9_HLAGz0adBWdcjJFCtl2s2LEZcbicjIPo=mo,0,23.10.18,2023-10-25 09:55:27,,,23.10.18,1,Glitchy to the point of unusable,,Functional Issues and User Experience,Neutral,No significant influential words
